GOME2_PK_SIF,GOME2_JJ_SIF,OCO2SIF,GOSIF,ELEVATION,BCCMASS,TA,RF,SW,VPD,Ndepo,LAI,longitude,latitude,Region,randomNum
3711,6943,82,96,205,7969,29821,2983,14486,35,215347268,56,115.996026332802,-1.39754248593737,3,0.605665328019429
3622,6776,79,91,230,7855,29884,2858,14985,38,233399313,56,115.996026332802,-1.95655948031232,3,0.660071822360725
3622,6845,82,96,144,7662,29878,2914,14945,38,286120195,56,115.996026332802,-2.51557647468726,3,0.360595569291717
3736,6889,83,97,378,7652,29924,2710,14412,47,136188448,53,115.996026332802,-3.07459346906221,3,0.266550571880442
4215,7512,92,102,226,7480,29978,2774,14501,54,109890358,52,115.996026332802,-3.63361046343716,3,0.888917623352832
3997,7877,81,96,0,5468,29586,2906,15403,36,13736987,55,116.555043327177,6.4286954353119,3,0.375120962082383
3706,7564,77,91,34,5171,29439,2824,15528,31,26893677,54,116.555043327177,5.86967844093695,3,0.674372149618619
3978,7814,82,96,260,5259,29560,2364,15672,37,33467320,55,116.555043327177,5.310661446562,3,0.323816236135631
4105,7903,84,99,850,5329,29644,2493,15090,33,34884931,54,116.555043327177,4.75164445218705,3,0.809219753135509
4073,7856,83,95,1248,5212,29663,3207,15214,30,32106057,53,116.555043327177,4.19262745781211,3,0.0891755286816021
3917,7459,79,92,1073,5758,29840,3820,15109,37,29356261,53,116.555043327177,3.63361046343716,3,0.340745833039301
3746,7263,77,91,1078,6018,29753,3774,14793,33,29986920,53,116.555043327177,3.07459346906221,3,0.500815576251121
3576,7069,75,89,675,6018,29691,3827,14910,30,47912778,53,116.555043327177,2.51557647468726,3,0.131790741797685
3553,7110,76,90,894,6486,29586,3599,14723,28,72987348,53,116.555043327177,1.95655948031232,3,0.965592175630455
3651,7232,79,92,909,6651,29652,3588,14768,31,85322846,54,116.555043327177,1.39754248593737,3,0.408580409798229
4210,7671,93,101,640,7422,29883,3069,14938,39,102751771,57,116.555043327177,0.838525491562421,3,0.971234782499323
3824,6799,78,86,215,8014,29919,3143,14693,41,56938764,54,116.555043327177,0.279508497187474,3,0.637089936943089
3673,6719,77,89,80,8135,29945,2955,14371,43,109944688,53,116.555043327177,-0.279508497187474,3,0.460620011215838
3905,7328,87,99,83,7750,29820,3221,14167,34,135313060,55,116.555043327177,-0.838525491562421,3,0.251561075214486
3898,7201,86,96,253,7447,29911,3107,14415,39,116030906,54,116.555043327177,-1.39754248593737,3,0.177961789975271
4140,7283,90,100,330,7308,29953,2881,12624,46,114793685,52,116.555043327177,-2.51557647468726,3,0.589022736167515
4519,8499,90,102,363,5510,29707,3036,15496,31,17363367,57,117.114060321551,6.4286954353119,3,0.159518092627681
4128,7742,80,93,797,5654,29675,2642,15293,33,26376180,55,117.114060321551,5.86967844093695,3,0.401691347061196
4074,7580,80,92,712,5657,29748,2464,15520,36,31547843,55,117.114060321551,5.310661446562,3,0.638177385804863
4056,7820,82,92,618,5271,29607,2876,14898,30,32688110,55,117.114060321551,4.75164445218705,3,0.700707962496229
3968,7644,79,90,510,5497,29742,3391,14959,30,29980454,54,117.114060321551,4.19262745781211,3,0.447920667353579
3999,7380,79,89,149,5932,29894,3810,15134,38,24740610,53,117.114060321551,3.63361046343716,3,0.275229036329006
3929,7414,79,90,89,6110,29813,3881,14944,32,24093269,53,117.114060321551,3.07459346906221,3,0.067061003306135
3835,7152,78,88,225,6330,29838,3392,14833,34,48680322,53,117.114060321551,2.51557647468726,3,0.519137370375056
3796,7130,79,89,273,6701,29789,2740,14492,35,77087362,54,117.114060321551,1.95655948031232,3,0.55593861196676
3911,7320,83,91,389,6534,29802,2737,14664,36,90833417,54,117.114060321551,1.39754248593737,3,0.808721281280666
4145,7461,90,96,74,6964,29886,2971,14819,39,101807631,56,117.114060321551,0.838525491562421,3,0.608346237070787
4110,7357,87,94,34,7279,29902,2908,14617,40,93189991,56,117.114060321551,0.279508497187474,3,0.507269940650185
4235,7502,93,98,12,7262,29904,3007,14580,38,83536950,54,117.114060321551,-0.279508497187474,3,0.542091379638898
4002,7154,82,92,122,7194,29919,3025,14727,41,65732222,54,117.114060321551,-0.838525491562421,3,0.453695132869356
4086,7444,75,92,175,5218,29954,2995,13556,44,10350773,55,117.673077315926,6.4286954353119,3,0.271281193224696
4601,8336,92,102,230,5380,29929,3011,14964,41,22301965,59,117.673077315926,5.86967844093695,3,0.8291820469143
4450,8222,89,100,200,5515,29877,2727,15413,37,27970610,58,117.673077315926,5.310661446562,3,0.472837820540941
4124,7989,83,93,421,5383,29764,2854,14909,31,28770344,55,117.673077315926,4.75164445218705,3,0.643563189733084
3831,7344,74,88,317,5493,29923,2681,13941,45,18621911,52,117.673077315926,4.19262745781211,3,0.596709211202262
3943,7294,82,93,141,6116,29921,3277,14320,41,31907023,56,117.673077315926,2.51557647468726,3,0.135949956661732
3771,7207,79,91,63,6469,29843,3095,14563,34,61673721,55,117.673077315926,1.95655948031232,3,0.248614950082839
3822,7303,81,92,203,6379,29798,2831,14706,31,75558829,54,117.673077315926,1.39754248593737,3,0.328828808157695
4167,7492,90,96,118,6510,29893,2745,12214,39,54845995,57,117.673077315926,0.838525491562421,3,0.0548803127153229
3636,6767,64,78,22,5380,29946,3229,14303,44,14594900,50,118.232094310301,5.86967844093695,3,0.720569047208746
4745,8736,96,107,58,5515,29891,3044,15519,34,25808998,56,118.232094310301,5.310661446562,3,0.791425931436644
4385,8256,88,99,423,5383,29840,2837,14300,34,16688201,55,118.232094310301,4.75164445218705,3,0.978241707514052
4110,7882,82,95,57,5493,29900,3151,13267,36,9127070,55,118.232094310301,4.19262745781211,3,0.0991867388164079
3960,7511,85,99,338,6379,29850,2897,15169,35,34533879,55,118.232094310301,1.39754248593737,3,0.699109717925264
4407,8262,86,100,23,5080,29961,2521,13593,47,20523992,56,118.791111304676,5.310661446562,3,0.135815745226942
4052,8022,88,105,0,6256,29903,3228,10972,38,8740096,56,119.350128299051,-0.838525491562421,3,0.315608170791559
3639,7575,79,95,0,6191,29835,3170,12580,41,16511770,58,119.350128299051,-1.39754248593737,3,0.412889103150156
3466,7351,75,91,0,6424,29738,4075,14046,37,19254641,55,119.350128299051,-1.95655948031232,3,0.0257243263610379
3366,7226,72,86,269,6510,29466,4446,14737,26,26133853,54,119.350128299051,-2.51557647468726,3,0.619033827038541
3279,7114,71,85,602,6095,29167,4408,14862,22,28254935,54,119.350128299051,-3.07459346906221,3,0.500886259608888
3810,8060,86,99,332,7112,29987,2150,12037,71,21251446,55,119.350128299051,-3.63361046343716,3,0.344786979293876
4296,8252,89,107,0,5619,29844,3230,14324,41,11341655,49,119.909145293426,-0.279508497187474,3,0.00779633587409212
3845,7793,82,98,26,5730,29660,3601,14636,29,15885814,52,119.909145293426,-0.838525491562421,3,0.687940190464831
3465,7387,76,91,40,5285,29434,3497,14004,22,25821242,56,119.909145293426,-1.39754248593737,3,0.35002667766316
3232,7073,69,83,99,4935,29214,4485,14106,23,26321798,54,119.909145293426,-1.95655948031232,3,0.982074249440333
3147,6873,67,79,562,5580,29135,4908,14334,25,27321281,50,119.909145293426,-2.51557647468726,3,0.816550089498496
3226,6906,66,77,1402,6086,29244,3877,14880,29,28493107,44,119.909145293426,-3.07459346906221,3,0.436568477785509
3196,6865,67,81,554,6119,29887,2803,16273,61,28466946,51,119.909145293426,-3.63361046343716,3,0.572649645431947
4093,8472,91,107,0,6849,29899,2545,15506,66,23062966,51,119.909145293426,-4.19262745781211,3,0.971328335546451
4121,8420,90,105,4,6532,29770,2759,15794,56,27641647,54,119.909145293426,-4.75164445218705,3,0.935056921011092
3398,7284,72,86,751,5730,29423,3842,14390,29,19256332,53,120.468162287801,-1.39754248593737,3,0.538076358956889
3170,6927,65,76,995,4685,29291,4149,14715,24,22963574,52,120.468162287801,-1.95655948031232,3,0.917809187968301
3276,7026,67,81,1449,6159,29587,4203,14565,35,17843263,51,120.468162287801,-2.51557647468726,3,0.761201251559176
3794,7797,83,96,818,6618,29962,4221,11837,59,10377469,56,120.468162287801,-3.63361046343716,3,0.978683996160592
3293,7116,72,87,709,5453,29579,3856,12607,33,16747967,52,121.027179282176,-1.39754248593737,3,0.419187865813773
3422,7291,73,88,969,4505,29455,3317,14490,27,20718498,53,121.027179282176,-1.95655948031232,3,0.184720529906072
3307,7048,69,84,736,6385,29795,3681,14108,40,20925765,51,121.027179282176,-2.51557647468726,3,0.887303616231965
3266,7023,67,90,9,5911,29786,4273,11671,40,24452950,50,121.027179282176,-3.07459346906221,3,0.97361907411423
3274,7132,72,89,18,5020,29649,4911,12434,34,22926130,52,121.027179282176,-3.63361046343716,3,0.853902035977808
3178,6807,66,80,200,4818,29534,3939,14916,31,16686798,48,121.586196276551,-1.39754248593737,3,0.0481292915246183
3209,6772,65,78,1085,4563,29859,3562,11882,38,16944855,50,121.586196276551,-1.95655948031232,3,0.202442744456263
3354,7013,65,79,437,5147,29659,3768,14940,32,17707683,49,121.586196276551,-2.51557647468726,3,0.830521066287369
3336,7159,70,84,329,4938,29618,3541,15105,35,24401252,53,121.586196276551,-3.07459346906221,3,0.323366517445337
3556,7558,76,90,957,5050,29634,2833,15261,35,24683843,55,121.586196276551,-3.63361046343716,3,0.888261182101589
3743,7840,80,95,0,5535,29761,2118,15062,47,13681153,56,121.586196276551,-4.19262745781211,3,0.132053041689951
3493,7230,73,88,919,4251,29620,3018,14912,33,9301396,53,122.145213270926,-1.39754248593737,3,0.953848516915537
3555,7509,74,85,592,4854,29715,3455,14788,37,16499420,53,122.145213270926,-3.07459346906221,3,0.231057673547362
3596,7585,75,87,925,5097,29784,2744,14936,39,19063265,54,122.145213270926,-3.63361046343716,3,0.0539779435096928
3857,8070,83,94,109,5265,29854,2648,16047,44,28587530,54,122.145213270926,-4.19262745781211,3,0.593775229602087
3807,7737,78,93,480,4346,29591,3097,15270,36,8030849,53,122.704230265301,-0.838525491562421,3,0.905649556438469
4015,7943,81,96,736,4293,29785,2698,12417,37,4009739,50,122.704230265301,-1.39754248593737,3,0.828831639241128
3897,7995,87,99,115,4887,29889,2945,15705,47,17633546,53,122.704230265301,-4.19262745781211,3,0.9246125844776
3608,7429,83,91,190,2065,29899,3299,13286,36,15542698,56,133.325553158425,-1.95655948031232,3,0.410950514148432
3607,6828,84,94,31,2824,29929,3553,14334,42,13218048,51,133.325553158425,-2.51557647468726,3,0.562411170548772
3663,7094,86,95,52,2803,29863,3368,14613,35,16764610,53,133.325553158425,-3.07459346906221,3,0.661729731809959
3717,6976,86,98,73,2920,29858,2953,13639,34,12647682,53,133.325553158425,-3.63361046343716,3,0.158211206234703
3776,7309,87,97,324,2336,29902,3051,13911,38,15844731,54,133.8845701528,-1.95655948031232,3,0.862546882228456
3708,7153,84,96,28,2613,29899,3566,14608,37,13769007,52,133.8845701528,-2.51557647468726,3,0.407163431920764
3567,7000,80,92,80,2536,29834,3421,14431,32,16302926,53,133.8845701528,-3.07459346906221,3,0.801940315251926
3511,7036,76,88,54,2609,29822,2930,11756,36,8442124,53,133.8845701528,-3.63361046343716,3,0.183191836182044
3582,7012,82,96,75,2613,29783,3122,12742,44,3728196,52,134.443587147175,-2.51557647468726,3,0.98772138130037
3614,7098,82,93,183,2536,29768,3996,14785,30,17577135,55,134.443587147175,-3.07459346906221,3,0.859947605330542
3558,7093,76,89,452,2609,29656,3675,13413,26,18459648,53,134.443587147175,-3.63361046343716,3,0.823835382277067
3643,7091,81,92,581,2553,29704,4067,13246,26,11199479,55,135.00260414155,-3.63361046343716,3,0.405605888154915
3749,7175,83,98,120,2841,29807,3587,12802,33,21649497,56,135.00260414155,-4.19262745781211,3,0.0686301996375189
3688,6989,85,95,10,2513,29903,3579,11664,41,8178247,55,135.561621135925,-3.07459346906221,3,0.610717217585178
3357,6700,76,86,300,2304,29152,6438,12610,16,16288304,54,135.561621135925,-3.63361046343716,3,0.99098039626571
3327,6732,74,86,164,2227,29166,8767,12751,14,24967304,52,135.561621135925,-4.19262745781211,3,0.436638841283834
3869,7501,77,105,0,2003,29983,3433,11711,53,2963931,47,136.1206381303,-1.39754248593737,3,0.158584831575976
3784,7037,80,101,0,2273,29890,4222,12062,32,7264700,55,136.1206381303,-2.51557647468726,3,0.886833801258434
3462,6669,78,89,40,2205,29830,3837,14218,32,22273108,55,136.1206381303,-3.07459346906221,3,0.16370030248239
3302,6674,72,83,214,1780,29159,4898,12495,19,25027099,52,136.1206381303,-3.63361046343716,3,0.00173593945748141
3252,6497,72,82,992,2105,29236,7169,12429,16,31834541,52,136.1206381303,-4.19262745781211,3,0.864359374772478
3925,7274,87,97,43,2028,29800,4165,14129,28,13640332,55,136.679655124675,-2.51557647468726,3,0.974035997553701
3517,6757,78,87,23,2021,29656,4219,13570,25,23747515,53,136.679655124675,-3.07459346906221,3,0.721574676063569
2844,6055,61,72,479,1638,28825,5101,12394,14,27827684,45,136.679655124675,-3.63361046343716,3,0.720655002055886
3085,6239,66,74,1039,1709,29283,8340,11982,17,35954211,51,136.679655124675,-4.19262745781211,3,0.549941362991248
3372,6475,78,88,27,3030,29925,4325,9382,37,29651925,56,136.679655124675,-4.75164445218705,3,0.602019486851723
3926,7250,87,95,339,1918,29690,3854,14157,28,16153342,55,137.23867211905,-2.51557647468726,3,0.106059290752791
3440,6504,79,88,388,2057,29825,3779,14231,36,24392710,52,137.23867211905,-3.07459346906221,3,0.688636000575551
2793,5872,58,63,1052,1659,28765,7042,12261,16,28855864,44,137.23867211905,-3.63361046343716,3,0.8255530083653
2887,5993,60,70,1173,1489,28641,9422,11143,10,37755468,49,137.23867211905,-4.19262745781211,3,0.788005348502817
3445,6595,79,89,31,2704,29879,4673,11424,33,44086809,57,137.23867211905,-4.75164445218705,3,0.100266988448172
3568,6694,76,93,0,1771,29971,3280,11868,45,5679229,53,137.797689113425,-1.39754248593737,3,0.915502294950107
3752,6890,84,94,20,1845,29842,3360,14247,31,12474453,56,137.797689113425,-1.95655948031232,3,0.361976273069709
3843,7120,84,93,430,1872,29697,3996,13992,27,16851880,53,137.797689113425,-2.51557647468726,3,0.324669040844294
3417,6477,76,86,224,2019,29840,3918,13955,36,25161723,49,137.797689113425,-3.07459346906221,3,0.956651179349915
2867,6009,59,67,554,1530,28752,7710,12290,14,30060263,45,137.797689113425,-3.63361046343716,3,0.0908187761699855
3006,6138,63,72,2158,1398,28758,7844,11280,12,39892702,46,137.797689113425,-4.19262745781211,3,0.753824095101034
3488,6606,79,89,89,2533,29854,5117,11911,32,54782578,57,137.797689113425,-4.75164445218705,3,0.3757054720149
3927,7116,89,98,15,1776,29795,3374,14520,30,4685978,56,138.356706107799,-1.95655948031232,3,0.088710780070572
3778,7021,83,91,387,1751,29603,4296,13743,25,16909326,54,138.356706107799,-2.51557647468726,3,0.979480664421249
3444,6468,76,84,168,1946,29856,4239,13634,36,25654712,49,138.356706107799,-3.07459346906221,3,0.677175752299692
2702,5766,55,61,715,1565,28767,5967,13672,16,30813623,42,138.356706107799,-3.63361046343716,3,0.828843060018926
2827,5897,59,70,2182,1373,28486,5979,11893,14,41254201,46,138.356706107799,-4.19262745781211,3,0.962632312393355
3522,6636,77,87,117,1962,29806,8050,10758,28,64742864,56,138.356706107799,-4.75164445218705,3,0.63122074243715
3552,6670,77,88,21,3163,29875,4142,12023,35,84429439,55,138.356706107799,-5.310661446562,3,0.0284911941699146
3619,6740,80,96,18,3395,29895,3531,12716,39,104974783,54,138.356706107799,-5.86967844093695,3,0.49574411601465
3669,6801,83,104,0,3685,29941,2658,12344,53,66284242,55,138.356706107799,-6.4286954353119,3,0.183727402576531
2583,5018,59,69,0,4074,29971,2192,13084,62,58866611,46,138.356706107799,-7.54672942406179,3,0.614370252555207
3161,5743,70,79,8,3944,29930,2232,14704,56,45674804,51,138.356706107799,-8.10574641843674,3,0.378410972755107
3695,6920,81,90,560,1783,29585,4273,14199,25,16938049,55,138.915723102174,-2.51557647468726,3,0.633008955192953
3647,6681,82,90,96,1890,29854,4469,14273,36,25901206,52,138.915723102174,-3.07459346906221,3,0.847139703253656
3146,6276,66,74,905,1815,28994,4764,13915,19,31190302,47,138.915723102174,-3.63361046343716,3,0.751361012315614
2362,5288,49,55,2820,1493,28681,5033,12007,14,41934950,39,138.915723102174,-4.19262745781211,3,0.375479696827579
3553,6654,76,85,371,1711,29795,9126,10712,28,69723008,54,138.915723102174,-4.75164445218705,3,0.688029890008387
3552,6617,79,86,23,2860,29867,4411,11853,36,93998090,55,138.915723102174,-5.310661446562,3,0.0526697288094363
3632,6704,84,92,23,3173,29891,3646,12441,39,142534859,55,138.915723102174,-5.86967844093695,3,0.805059914317708
3593,6643,84,95,18,3444,29919,2748,14125,49,148473786,55,138.915723102174,-6.4286954353119,3,0.72516932934837
3243,6071,73,85,11,3756,29943,2596,14400,53,112327947,53,138.915723102174,-6.98771242968684,3,0.0356392496862615
2470,4900,54,67,12,3931,29952,2275,14010,57,84308349,44,138.915723102174,-7.54672942406179,3,0.501725704356446
2795,5538,57,73,7,3829,29934,2306,14219,56,47749106,52,138.915723102174,-8.10574641843674,3,0.928098729399908
3825,6975,85,94,639,1783,29772,3535,14623,31,12184424,56,139.474740096549,-2.51557647468726,3,0.247995055886236
3717,6809,84,93,171,1890,29844,4075,14702,35,26338413,53,139.474740096549,-3.07459346906221,3,0.921126514780742
3357,6372,75,85,554,1815,29463,5039,13781,30,31869074,51,139.474740096549,-3.63361046343716,3,0.151939760409628
2831,5901,60,67,2602,1493,28782,4887,12126,13,43181566,44,139.474740096549,-4.19262745781211,3,0.229850437776947
3399,6434,73,82,771,1711,29767,8762,11087,33,79278901,53,139.474740096549,-4.75164445218705,3,0.83589566015366
3605,6636,80,87,28,2860,29869,4790,11889,36,112434159,55,139.474740096549,-5.310661446562,3,0.782431797492461
3414,6341,76,83,23,3173,29895,3640,12440,41,178715452,54,139.474740096549,-5.86967844093695,3,0.699906497570118
3423,6352,77,85,17,3444,29908,2661,13180,48,221101422,55,139.474740096549,-6.4286954353119,3,0.84788626240185
3359,6304,77,86,13,3756,29924,2396,13496,51,199880212,55,139.474740096549,-6.98771242968684,3,0.129640173970046
3206,6004,70,82,11,3931,29932,2303,13867,55,136055807,52,139.474740096549,-7.54672942406179,3,0.161468835836847
3812,6975,85,94,233,1762,29803,3233,14847,34,8381967,54,140.033757090924,-2.51557647468726,3,0.201684322554394
