site,igbp,ecoregion,YY,DoY,TA,SW,RF,mat,mar,BIO,randomNum
2,10,8,2021,201,-0.0162009684244552,62.1095216049382,1.35027808146237,6.232008910872,0.857111708884127,0.05706213,5107
2,10,8,2021,225,2.00291775173613,80.5110802469136,0.798058010557245,6.232008910872,0.857111708884127,-0.04248074,3539
2,10,8,2021,249,2.5742609659831,131.420447530864,0.732394359253143,6.232008910872,0.857111708884127,0.2206364,2700
2,10,8,2021,273,1.8524213324653,217.560315795396,0.621205313623692,6.232008910872,0.857111708884127,-0.3576567,5798
2,10,8,2021,297,6.77693040635853,255.118559670782,0.994216481627361,6.232008910872,0.857111708884127,-0.7675605,3872
2,10,8,2021,321,8.83547512478301,298.714043209876,0.721442426882788,6.232008910872,0.857111708884127,-1.020419,139
3,10,8,2019,308,21.0882104492188,337.04587962963,0.532538221837154,17.1392969049959,0.907554233479325,-0.1772667,1693
3,10,8,2019,332,19.8748980712891,330.460077160494,1.9259398947917,17.1392969049959,0.907554233479325,-0.106696,4514
3,10,8,2019,356,24.4899115668403,356.891100823045,1.22069617723413,17.1392969049959,0.907554233479325,-0.1921305,4637
3,10,8,2020,15,25.2198010253906,350.264922839506,0.656235041819475,17.1392969049959,0.907554233479325,0.7710302,1690
3,10,8,2020,39,21.9010019938151,225.717628600823,1.08195245269424,17.1392969049959,0.907554233479325,1.031919,1933
3,10,8,2020,63,27.6837494574653,282.30826920686,0.823739128740792,17.1392969049959,0.907554233479325,0.2743693,806
3,10,8,2020,87,20.6556692165799,198.126530349794,0.392306312787775,17.1392969049959,0.907554233479325,0.006028825,4459
3,10,8,2020,111,18.4463562689887,172.075892489712,0.303744832287541,17.1392969049959,0.907554233479325,-0.2025247,1956
3,10,8,2020,135,14.4849647352431,149.328726851852,0.86724619220119,17.1392969049959,0.907554233479325,-0.150412,1827
3,10,8,2020,183,4.90162902832034,103.409696502057,1.80813675332861,17.1392969049959,0.907554233479325,0.2904169,1317
3,10,8,2020,231,8.40827894422745,168.678613683128,0.5286282875938,17.1392969049959,0.907554233479325,0.9162739,4126
3,10,8,2020,255,12.9810543484158,232.712343106996,0.340853467750101,17.1392969049959,0.907554233479325,0.2061528,1885
3,10,8,2020,279,10.3511602105035,250.604320125188,1.08773955416918,17.1392969049959,0.907554233479325,-0.1932867,1310
3,10,8,2020,303,17.8834614393446,335.186990740741,1.22496199941904,17.1392969049959,0.907554233479325,0.1112127,543
3,10,8,2020,327,21.4096062554254,351.555128600823,1.47448383641102,17.1392969049959,0.907554233479325,0.02592291,1086
3,10,8,2020,351,21.5136148410374,340.84512345679,0.640815360722012,17.1392969049959,0.907554233479325,0.1920163,6053
3,10,8,2021,9,20.3580280219184,336.177962962963,1.79401854398411,17.1392969049959,0.907554233479325,-0.3712172,2533
3,10,8,2021,33,18.8449361843533,272.013935185185,2.39559351961048,17.1392969049959,0.907554233479325,0.5134678,847
