GOME2_PK_SIF,GOME2_JJ_SIF,OCO2SIF,GOSIF,ELEVATION,BCCMASS,BCdepo,TA,RF,SM,SW,VPD,Ndepo,soilClayContent,soilWaterContent,soilPH,soilBulkDensity,soilTaxa,LAI,longitude,latitude,indRows,indCols,Region,randomNum
3948,7966,77,93,382,10325,4177,29696,2447,515,15424,49,3246,3920,4808,11406,402,56727334,57,101.461584479053,5.310661446562,27,504,3,0.380306063271272
3988,7943,76,92,246,11121,3951,29459,2693,545,14954,36,3173,4007,4803,11529,340,64105444,56,101.461584479053,4.75164445218705,28,504,3,0.594790142248649
4132,8023,77,93,32,12484,4604,29626,3370,551,14848,38,3198,4007,4822,11591,340,91559922,55,101.461584479053,4.19262745781211,29,504,3,0.268385974964346
3857,7598,71,89,8,12954,4604,29942,2424,478,15771,53,3451,3831,4917,10448,402,118741899,55,101.461584479053,3.63361046343716,30,504,3,0.622442641967573
3763,7344,68,87,12,13838,4861,29980,2608,483,15290,57,3150,4075,4925,11025,389,138818838,54,101.461584479053,3.07459346906221,31,504,3,0.804567309882283
3684,6993,65,84,20,17851,3489,29955,2950,460,14290,44,3850,3700,5000,2950,199,147683992,55,101.461584479053,1.95655948031232,33,504,3,0.10397125852275
3454,6691,63,82,18,18502,3604,29916,2820,499,14467,39,3546,3606,4893,2680,199,267783509,53,101.461584479053,1.39754248593737,34,504,3,0.729240307495485
3603,6903,65,84,35,18506,3966,29905,2691,606,14405,39,3600,3700,4900,2400,402,381639281,54,101.461584479053,0.838525491562421,35,504,3,0.648590264415262
3895,7413,73,87,205,17871,4169,29871,2693,559,14648,41,3516,4033,4850,11283,402,284996349,56,101.461584479053,-0.279508497187474,37,504,3,0.474654623354786
3961,7582,76,91,580,16995,4567,29776,3334,506,14256,39,3468,4004,4900,11600,402,223625430,57,101.461584479053,-0.838525491562421,38,504,3,0.932912110039707
3714,7404,73,89,1164,16285,6891,29683,3343,480,13929,42,3337,3955,4713,11393,402,169380499,55,101.461584479053,-1.39754248593737,39,504,3,0.0964436793421524
2884,7041,66,84,863,15085,6891,29422,4024,485,14097,27,3482,4505,4917,9986,340,142990802,52,101.461584479053,-1.95655948031232,40,504,3,0.599106918365426
3237,7449,73,90,19,11171,8590,29713,4158,480,14332,34,3617,4324,4866,10239,340,79911252,56,101.461584479053,-2.51557647468726,41,504,3,0.233564709215544
3699,7639,77,95,0,10593,5752,29808,3872,472,12392,39,3857,4357,4864,10364,402,22739785,59,101.461584479053,-3.07459346906221,42,504,3,0.0323283382069697
4398,8276,83,99,463,10857,2644,29888,2737,527,16192,45,2972,4100,4800,11854,389,48299366,57,102.020601473428,5.86967844093695,26,505,3,0.579859263775277
4131,8035,79,97,555,10579,4120,29824,2624,504,15515,43,3025,4029,4841,11354,389,56109430,54,102.020601473428,5.310661446562,27,505,3,0.84219815234061
3988,7679,72,87,946,10715,3879,29750,3082,541,14698,43,3362,4001,5222,11388,402,63671460,54,102.020601473428,4.75164445218705,28,505,3,0.556896988122294
4296,8028,78,91,790,11527,3328,29906,2374,533,14659,65,3342,3760,5140,11457,402,91106288,55,102.020601473428,4.19262745781211,29,505,3,0.839882989981967
3902,7495,70,86,272,12792,3328,29880,2194,529,14752,53,3167,4087,4835,11715,340,119331466,53,102.020601473428,3.63361046343716,30,505,3,0.204952273668009
4099,7805,75,91,41,14227,3019,29788,2524,551,14907,41,3248,3731,4851,11868,340,138866685,53,102.020601473428,3.07459346906221,31,505,3,0.621254886812813
4372,8191,83,99,12,14969,3330,29854,2492,549,15290,46,3242,3571,4771,12128,402,172748267,55,102.020601473428,2.51557647468726,32,505,3,0.174020887296907
3619,6931,65,84,20,17192,2947,29982,2828,458,14710,53,3548,3732,4916,3728,199,171085353,54,102.020601473428,1.39754248593737,34,505,3,0.289539818779723
3580,6836,64,81,35,17429,3362,29911,2630,476,14023,38,3515,3607,4961,3276,199,392309262,54,102.020601473428,0.838525491562421,35,505,3,0.0185029353190032
3933,7256,69,84,58,17420,3793,29897,2545,607,14316,39,3600,3400,4900,8950,402,324514706,55,102.020601473428,-0.279508497187474,37,505,3,0.701496390153979
3803,7246,70,89,222,16950,3725,29856,2786,533,14418,39,3766,3766,4433,10666,402,268295738,52,102.020601473428,-0.838525491562421,38,505,3,0.9520913717603
4235,7622,84,104,285,16335,3940,29889,2619,474,14627,45,3700,4020,4680,11180,402,206817794,58,102.020601473428,-1.39754248593737,39,505,3,0.749009335045582
3763,7560,77,94,1046,16189,3940,29792,3016,476,14824,49,3632,4341,4836,11132,402,175566150,55,102.020601473428,-1.95655948031232,40,505,3,0.756727389482938
3304,7261,72,89,366,14241,6080,29559,3575,479,14737,36,3451,4326,4851,10470,340,114086895,54,102.020601473428,-2.51557647468726,41,505,3,0.542089075444797
3045,7212,70,86,101,12266,7558,29430,3749,477,14772,28,3396,4383,4888,9860,340,82865062,54,102.020601473428,-3.07459346906221,42,505,3,0.282062872879027
2439,6717,65,83,34,10885,6536,29854,3182,471,12978,43,3350,4650,4750,9850,402,57201399,54,102.020601473428,-3.63361046343716,43,505,3,0.244874846890166
4213,7943,76,91,147,10857,2437,29929,2858,534,14668,48,2950,3966,4600,11483,262,23583398,57,102.579618467803,5.86967844093695,26,506,3,0.286318217824419
3974,7681,72,88,482,10579,3539,29753,3331,548,15566,36,3131,4029,4659,11556,340,53430042,56,102.579618467803,5.310661446562,27,506,3,0.963134410230015
3946,7703,73,88,325,10715,3782,29764,2359,547,14461,43,3158,3895,4742,11735,402,60791231,56,102.579618467803,4.75164445218705,28,506,3,0.230695345634932
4192,7987,77,93,228,11527,3583,29803,2060,529,14630,51,3250,3689,4801,11686,402,87614301,56,102.579618467803,4.19262745781211,29,506,3,0.537321413436084
4359,8115,78,95,433,12792,3583,29924,2177,522,14980,56,3300,3771,4757,11728,402,114485348,54,102.579618467803,3.63361046343716,30,506,3,0.205008252217627
4375,8109,79,96,458,14227,3116,29898,2374,538,14928,48,3285,3528,4785,11771,402,133148952,55,102.579618467803,3.07459346906221,31,506,3,0.434041294551689
3401,6634,62,80,59,14969,2955,29908,2121,536,14918,51,3300,4000,4900,8900,402,188336096,46,102.579618467803,2.51557647468726,32,506,3,0.142211972469126
4157,7706,76,91,21,17192,2484,29996,2801,452,12234,56,3342,3557,5042,4728,199,83269888,54,102.579618467803,1.39754248593737,34,506,3,0.375583774965978
3755,7075,69,86,26,17429,2440,29926,2739,461,14111,38,3385,3558,4985,3623,199,368278044,54,102.579618467803,0.838525491562421,35,506,3,0.793560626787436
3644,6826,65,82,26,17493,2715,29906,2626,453,13973,37,3410,3642,5022,2842,199,342113669,55,102.579618467803,0.279508497187474,36,506,3,0.812815650855027
3513,6562,63,80,46,17420,2807,29906,2568,462,14108,39,3341,3450,4994,2866,199,321014844,53,102.579618467803,-0.279508497187474,37,506,3,0.903790906459165
3648,7154,68,87,111,16950,3000,29825,2967,514,14193,36,3634,3663,4531,9882,402,271461822,54,102.579618467803,-0.838525491562421,38,506,3,0.540375734165828
3704,7202,69,89,106,16335,3378,29880,2841,517,14524,40,3605,3660,4555,10115,402,216037310,54,102.579618467803,-1.39754248593737,39,506,3,0.817863312231253
4339,7766,80,100,384,16189,3378,29925,3266,529,15227,53,3791,3487,4729,8058,402,187750093,57,102.579618467803,-1.95655948031232,40,506,3,0.708416645332428
3927,7505,79,98,1144,14241,3842,29842,3227,529,15283,51,3588,4035,4792,11567,402,131903761,56,102.579618467803,-2.51557647468726,41,506,3,0.0432088518866429
3581,7450,75,90,497,12266,4145,29661,3218,464,15246,43,3608,4379,4886,10143,340,97833265,54,102.579618467803,-3.07459346906221,42,506,3,0.145945980419716
3119,7101,69,85,68,10885,5326,29643,3089,465,15484,34,3272,4936,4963,9081,340,75894003,52,102.579618467803,-3.63361046343716,43,506,3,0.233335662736813
3087,7198,71,87,0,10892,6162,29812,3075,466,13717,41,3410,4510,4910,10490,402,19445174,54,102.579618467803,-4.19262745781211,44,506,3,0.246701081135556
3662,7384,75,91,260,17320,4695,29732,3531,524,13901,44,3132,3805,4944,11796,340,50252595,57,103.138635462178,12.0188653790614,15,507,3,0.170282742970061
3902,7431,73,89,114,14978,4388,29901,3369,522,12273,53,3047,3650,4980,12190,389,41841183,56,103.138635462178,11.4598483846864,16,507,3,0.235056835045954
3985,7662,73,88,439,10862,2806,29714,3597,559,15156,32,3063,3991,4563,11621,340,47043447,55,103.138635462178,4.75164445218705,28,507,3,0.275461075952424
4054,7748,74,92,352,11338,2829,29744,3274,557,15316,34,3189,3879,4614,11661,402,67006941,55,103.138635462178,4.19262745781211,29,507,3,0.951606626170317
4036,7625,72,90,212,12401,2829,29887,2727,545,15594,43,3229,3694,4758,9288,402,83356932,55,103.138635462178,3.63361046343716,30,507,3,0.346670983224879
3980,7476,72,89,90,13487,2745,29897,2461,539,15250,46,3369,3723,4915,7461,402,101787663,56,103.138635462178,3.07459346906221,31,507,3,0.2973219378091
3855,7307,70,89,56,13994,2334,29874,2461,543,14650,42,3443,3747,4647,10843,402,171266723,55,103.138635462178,2.51557647468726,32,507,3,0.404426208195778
4159,7755,77,95,48,15129,2096,29939,2610,537,13687,44,3533,3300,4666,11200,402,198262093,54,103.138635462178,1.95655948031232,33,507,3,0.302237425794988
3621,6716,64,82,26,15501,2021,29917,2752,463,13522,37,3300,3562,5050,2725,199,267458376,54,103.138635462178,0.279508497187474,36,507,3,0.757311083635501
3554,6694,66,85,27,15499,2143,29905,2692,467,14098,37,3414,3500,4985,3885,199,269158392,53,103.138635462178,-0.279508497187474,37,507,3,0.359743894064038
3733,6766,68,90,74,15788,2446,29888,2462,509,14213,39,3500,3400,5000,4800,402,223827607,55,103.138635462178,-0.838525491562421,38,507,3,0.12489957161308
3731,6960,68,90,166,16154,3004,29890,2640,540,14535,43,3600,3400,4700,10300,402,216156590,54,103.138635462178,-1.39754248593737,39,507,3,0.61718255947227
4234,7713,81,99,66,16415,3004,29932,2959,540,15313,54,3446,3430,4892,6976,402,204203642,57,103.138635462178,-1.95655948031232,40,507,3,0.355519453713233
4128,7609,79,97,113,15973,3362,29938,3252,546,15468,54,3361,3527,5005,5861,402,179764287,58,103.138635462178,-2.51557647468726,41,507,3,0.36293818661831
3432,7428,74,92,758,13398,3904,29613,2683,477,15281,38,3390,4727,4990,10127,402,119160729,52,103.138635462178,-3.63361046343716,43,507,3,0.068488286374946
2426,6707,66,82,165,11124,5352,29568,3696,474,15478,30,3258,4653,4988,9453,340,76060526,51,103.138635462178,-4.19262745781211,44,507,3,0.867161871778362
3476,7268,73,90,585,18269,4695,29650,2436,497,15204,49,3236,3976,4969,11498,340,58805368,56,103.697652456553,12.0188653790614,15,508,3,0.457896198017245
3999,7619,77,93,173,15202,4388,29803,2332,469,14940,54,3190,3820,4947,12198,389,53181931,57,103.697652456553,11.4598483846864,16,508,3,0.0776153852163201
3701,7354,72,89,74,14714,3287,29900,2860,499,14480,53,3250,4050,5000,12050,389,33828364,54,103.697652456553,10.9008313903115,17,508,3,0.904921195882039
4059,7508,74,91,183,12655,2334,29937,2686,463,12880,47,3427,3900,4836,9736,402,63021833,56,103.697652456553,2.51557647468726,32,508,3,0.2816958807944
3876,7264,71,87,72,13053,2096,29886,3127,559,14635,37,3500,3533,4676,10852,402,183225485,54,103.697652456553,1.95655948031232,33,508,3,0.613877842567314
4057,7400,79,98,16,13246,2021,29985,2758,492,12428,53,2866,3666,5100,5266,199,93084040,52,103.697652456553,0.279508497187474,36,508,3,0.661857942093214
3661,6782,65,87,55,14930,3004,29923,2793,496,14766,43,3200,3400,5000,3400,199,214240342,55,103.697652456553,-1.39754248593737,39,508,3,0.200024595896795
4496,8108,85,103,59,16118,3362,29950,2671,548,15219,56,3122,3600,5088,6200,402,228983344,59,103.697652456553,-2.51557647468726,41,508,3,0.959986227572448
2430,6645,64,80,861,13033,5352,29558,3676,448,15409,38,3216,4838,5038,8611,340,95974450,48,103.697652456553,-4.19262745781211,44,508,3,0.665105984350354
2859,7224,72,89,130,11156,4412,29643,3042,509,14225,36,3405,4416,4916,10133,340,56594656,53,103.697652456553,-4.75164445218705,45,508,3,0.541299839388014
3948,7585,76,91,720,19059,4695,29885,1724,399,15911,77,2933,4533,4933,11766,255,63081754,54,104.256669450928,12.0188653790614,15,509,3,0.868968871664997
3584,7278,72,85,318,16673,4388,29897,1625,385,15526,76,3400,3700,4900,11700,19,59893848,57,104.256669450928,11.4598483846864,16,509,3,0.557047467058915
4088,7758,77,92,50,15913,3287,29856,2146,473,14848,61,3257,3900,4921,11989,19,52562786,56,104.256669450928,10.9008313903115,17,509,3,0.0213981169649879
4165,7844,76,94,40,15089,2819,30000,2577,501,13450,74,3300,3800,5100,11633,262,25431724,53,104.256669450928,10.3418143959365,18,509,3,0.482680551891677
3642,6888,70,87,24,12843,3004,29942,3030,471,15254,45,3418,3422,4936,2786,199,193298519,52,104.256669450928,-1.39754248593737,39,509,3,0.807985579141521
3757,7062,71,91,33,13904,3004,29934,2686,494,14845,49,3304,3463,4958,3382,199,223749215,54,104.256669450928,-1.95655948031232,40,509,3,0.736009366155118
3061,7357,72,89,668,13433,4412,29510,3293,482,15207,32,3500,4500,4900,10800,402,65091006,52,104.256669450928,-4.75164445218705,45,509,3,0.572304395272699
3422,7684,79,95,236,11658,2795,29712,3059,484,13852,37,3483,4310,4850,11406,340,57210420,57,104.256669450928,-5.310661446562,46,509,3,0.00898485336788568
3845,7372,73,98,8,15076,2718,29959,2689,446,15236,49,3200,3800,5100,5400,199,255691683,56,104.815686445303,-2.51557647468726,41,510,3,0.718280463661178
3982,7251,73,84,15,15453,2957,29934,2603,456,14898,47,3000,3400,5100,3200,199,232242641,55,104.815686445303,-3.07459346906221,42,510,3,0.449426591726197
3605,6514,64,77,27,14701,3132,29935,2448,521,15197,52,3300,3100,4900,3000,402,193921220,54,104.815686445303,-3.63361046343716,43,510,3,0.659616768761805
3341,7899,86,107,881,14327,4416,29792,2592,491,15250,39,3400,4400,5100,10200,402,68085533,49,104.815686445303,-5.310661446562,46,510,3,0.753208345950567
4096,8367,84,111,339,13920,3072,29817,2383,521,12925,44,3400,3911,4933,10855,402,25948687,56,104.815686445303,-5.86967844093695,47,510,3,0.804739013812769
3461,6475,64,79,6,12904,2383,29967,2674,435,15793,52,3250,3575,5050,4175,199,159965600,51,105.374703439678,-2.51557647468726,41,511,3,0.0291555821799541
3593,6706,66,79,9,13252,2855,29916,2776,467,15093,44,3183,3333,5000,2866,199,193551317,52,105.374703439678,-3.07459346906221,42,511,3,0.779817267477441
3602,6652,66,78,14,12819,2945,29924,2528,504,14939,47,3400,3300,4900,2400,199,156579818,52,105.374703439678,-3.63361046343716,43,511,3,0.567350498584087
3309,6520,67,82,7,10700,1811,29984,2481,429,12683,57,3066,3733,5033,5033,199,129262187,50,105.933720434053,-2.51557647468726,41,512,3,0.0761166268515728
3484,6715,67,80,10,10898,2228,29953,2586,435,14612,48,3233,3500,4900,3600,199,164768003,51,105.933720434053,-3.07459346906221,42,512,3,0.251621824309164
3748,7577,77,91,28,12604,3353,29936,2787,499,14767,50,3100,3775,4850,5575,402,52978804,54,105.933720434053,-4.75164445218705,45,512,3,0.13345452861896
3782,7542,77,90,52,13908,3934,29942,2585,492,14619,51,3300,3833,4800,6100,402,49016457,53,105.933720434053,-5.310661446562,46,512,3,0.564473921782696
4867,8631,82,97,63,12599,3171,29960,2406,494,15577,77,3185,3614,5414,11857,262,47005936,60,107.051754422802,11.4598483846864,16,514,3,0.540981282819544
4841,8535,81,97,25,11612,1858,29984,2192,469,15559,72,3000,3600,5600,11700,262,43973624,60,107.051754422802,10.9008313903115,17,514,3,0.0689214476617044
3703,7640,67,82,189,12482,4361,29560,2084,507,15168,52,3450,4700,5100,11250,378,46574944,54,107.610771417177,12.0188653790614,15,515,3,0.988430867357282
4400,8431,77,91,129,12599,4132,29620,2557,516,15499,47,3200,4360,5300,11460,375,43900607,58,107.610771417177,11.4598483846864,16,515,3,0.251095440428348
4508,8410,77,91,55,11612,1394,29829,2159,502,16175,57,3300,4266,5333,12700,19,35344647,57,107.610771417177,10.9008313903115,17,515,3,0.315472991527951
3874,8039,75,93,709,10593,3225,29426,1886,500,15617,46,3200,4900,5100,10250,375,39886077,56,108.169788411552,12.0188653790614,15,516,3,0.300656948802795
3995,8121,75,93,1057,9107,2975,29409,2274,504,15925,42,3500,4500,5200,10100,264,33161868,54,108.728805405927,12.0188653790614,15,517,3,0.0420390381653749
3968,7784,69,85,1149,9243,2975,29948,1596,468,13267,65,3600,4100,5500,11800,40,13566531,52,109.287822400302,12.0188653790614,15,518,3,0.527901300708439
3617,6571,74,92,0,10555,1851,29932,3437,414,12519,39,3418,3581,4854,8972,402,32528038,56,109.287822400302,1.95655948031232,33,518,3,0.25602233376832
3728,6790,80,94,30,11460,2233,29893,3406,431,14652,33,3400,3500,4900,10100,199,56954288,57,109.287822400302,1.39754248593737,34,518,3,0.408709992443545
4297,7489,88,102,75,11815,2172,29836,3356,420,15051,32,3350,3975,4950,9400,402,97055660,55,109.287822400302,0.838525491562421,35,518,3,0.947512642788601
3891,6935,78,93,49,12042,2211,29902,3048,441,15253,38,3475,3950,5062,4462,402,97152681,56,109.287822400302,0.279508497187474,36,518,3,0.919280969984633
3950,7142,83,99,110,12372,2028,29918,3374,463,15186,38,3240,3860,4980,4000,199,97349300,56,109.287822400302,-0.279508497187474,37,518,3,0.121243677375576
3529,6522,73,91,89,10630,2378,29877,3441,338,12397,39,3469,3769,4946,8784,402,54074364,56,109.846839394677,1.95655948031232,33,519,3,0.591944834715854
3997,7159,84,98,103,11298,3038,29848,3241,345,14127,32,3450,4121,4978,9614,402,73699941,57,109.846839394677,1.39754248593737,34,519,3,0.359652173164073
3542,6728,78,92,127,11462,3279,29829,2884,481,14426,33,3403,4068,4978,9271,402,107118793,55,109.846839394677,0.838525491562421,35,519,3,0.719306932475474
4777,8047,94,104,97,11870,3013,29879,3065,467,14599,34,3500,3600,4850,11050,402,130876218,56,109.846839394677,0.279508497187474,36,519,3,0.523551091500771
3761,6826,78,91,19,12238,2596,29902,3118,470,14629,36,3486,3659,4813,3054,199,142750848,57,109.846839394677,-0.279508497187474,37,519,3,0.260843351982082
3737,6842,79,93,15,12302,2214,29947,3085,459,15112,43,3428,3742,4797,3314,199,162142263,58,109.846839394677,-0.838525491562421,38,519,3,0.493079306041446
3903,6976,81,97,58,11084,3225,29922,3454,512,14995,40,3492,4130,4976,9661,402,50170269,55,110.405856389052,1.39754248593737,34,520,3,0.855835900703399
3987,7099,82,98,409,11365,3916,29850,2822,536,14439,34,3515,3980,4819,10246,402,103454061,55,110.405856389052,0.838525491562421,35,520,3,0.724406283688824
4316,7464,87,97,70,11462,3463,29888,2878,483,14584,37,3460,3620,4720,9960,402,132956820,55,110.405856389052,0.279508497187474,36,520,3,0.199110301818659
4263,7465,90,103,42,11296,3193,29857,2948,474,14581,35,3262,3559,4944,9870,402,147704256,58,110.405856389052,-0.279508497187474,37,520,3,0.157285874413643
4053,7193,85,98,17,11096,2731,29858,2842,445,14674,38,3312,3612,4803,8213,402,185821250,59,110.405856389052,-0.838525491562421,38,520,3,0.370475519779316
3691,6808,79,94,32,11163,2774,29871,2876,347,14758,42,3302,3682,4758,7563,402,236701391,57,110.405856389052,-1.39754248593737,39,520,3,0.862272004954744
3627,6776,78,91,12,11206,2774,29883,2794,375,14481,40,3328,3771,4714,4228,199,266384057,56,110.405856389052,-1.95655948031232,40,520,3,0.684762628110137
3946,6948,80,94,49,10902,2888,29920,3572,467,14436,40,3613,3750,5004,6577,402,39819096,57,110.964873383427,1.39754248593737,34,521,3,0.634197879289704
3824,6775,77,88,169,11151,3323,29880,2911,542,14351,37,3444,3691,4688,9562,402,99905712,54,110.964873383427,0.838525491562421,35,521,3,0.141323291186943
4081,7096,83,92,81,11127,3419,29906,2882,473,14501,39,3572,3605,4666,8722,402,132417792,55,110.964873383427,0.279508497187474,36,521,3,0.0793022450665238
3532,6763,81,96,50,10920,3494,29858,2906,476,14389,37,3386,3995,4939,9923,402,148670026,57,110.964873383427,-0.279508497187474,37,521,3,0.876145347529076
3559,6699,79,93,76,10316,3521,29777,3002,481,14417,35,3437,3704,4657,10272,402,193496850,57,110.964873383427,-0.838525491562421,38,521,3,0.42042870124015
3787,7011,83,96,92,10166,3363,29810,2893,498,14651,40,3480,3643,4688,10240,402,266766202,57,110.964873383427,-1.39754248593737,39,521,3,0.487663607210372
3943,7179,86,97,43,10594,3363,29879,2637,347,14633,42,3383,3624,4709,9709,402,306265927,57,110.964873383427,-1.95655948031232,40,521,3,0.460325494339181
4036,7194,84,96,0,9399,1971,29961,3491,434,13545,41,3366,3600,5066,4033,402,33235768,59,111.523890377802,2.51557647468726,32,522,3,0.515677249607505
4204,7371,88,100,0,9486,2470,29926,3227,525,15380,43,3584,3663,4678,9554,402,60592996,59,111.523890377802,1.95655948031232,33,522,3,0.271994390193763
4145,7371,87,99,9,9398,2863,29919,3169,484,14926,41,3350,3593,4526,10613,402,67350234,58,111.523890377802,1.39754248593737,34,522,3,0.231579838051303
3807,6820,78,93,95,10164,2972,29892,3005,521,14387,38,3344,3755,4603,10059,402,92809013,53,111.523890377802,0.838525491562421,35,522,3,0.899534076872039
3930,7120,85,99,53,10521,3324,29882,2880,482,14491,39,3448,3781,4776,10369,402,150601564,56,111.523890377802,-0.279508497187474,37,522,3,0.908697326644413
3810,7030,84,98,138,10129,3510,29753,2719,518,14481,35,3412,3722,4665,10878,402,208848044,54,111.523890377802,-0.838525491562421,38,522,3,0.603642852234244
3711,6933,81,93,129,10212,3356,29777,2883,555,14679,35,3381,3700,4582,10768,402,312625118,55,111.523890377802,-1.39754248593737,39,522,3,0.365236483082946
4001,7278,85,97,181,10640,3356,29902,2523,407,14805,48,3403,3731,4562,10068,402,369097694,56,111.523890377802,-1.95655948031232,40,522,3,0.598590500684565
3603,6661,78,91,28,10963,2792,29905,2886,365,14956,43,3108,3716,4841,1725,199,462138507,55,111.523890377802,-2.51557647468726,41,522,3,0.668487146264776
3997,7183,85,93,17,9048,2625,29897,3378,511,14730,36,3275,3433,4558,9975,402,56258383,58,112.082907372177,2.51557647468726,32,523,3,0.894564090918275
3915,7032,83,94,23,8344,2764,29824,3339,493,14087,33,3568,4014,4723,10105,402,62090337,58,112.082907372177,1.95655948031232,33,523,3,0.0873355239070054
3619,6867,78,90,120,8285,3088,29712,3980,491,14321,29,3503,4003,4708,10161,402,64184838,56,112.082907372177,1.39754248593737,34,523,3,0.539010349313424
3642,6552,75,86,152,9119,2829,29931,3595,510,14487,42,3427,3941,4789,9482,402,79630154,53,112.082907372177,0.838525491562421,35,523,3,0.428449936007297
3981,7128,85,98,47,9457,2787,29836,3795,488,14661,34,3718,3942,4797,9722,402,131079598,56,112.082907372177,0.279508497187474,36,523,3,0.617153494459035
3929,7135,84,96,41,9444,3077,29847,3331,539,14821,37,3343,3750,4713,10672,402,153238654,56,112.082907372177,-0.279508497187474,37,523,3,0.558875876956837
3706,6996,81,92,200,9593,3258,29818,3103,565,14725,40,3449,3760,4595,10307,402,224074026,54,112.082907372177,-0.838525491562421,38,523,3,0.225850688199737
3824,7052,81,94,238,10409,3336,29829,3219,549,14872,42,3368,3569,4532,10728,402,356128566,54,112.082907372177,-1.39754248593737,39,523,3,0.104519529950634
4037,7288,86,102,233,11278,3336,29938,2716,465,15101,55,3412,3724,4596,10127,402,428318094,56,112.082907372177,-1.95655948031232,40,523,3,0.00997765604969036
3498,6441,74,88,21,11464,2726,29943,2663,368,14920,54,2800,3350,4950,5400,402,560688390,55,112.082907372177,-2.51557647468726,41,523,3,0.0591533040753343
3435,6431,74,89,15,10387,1785,29946,2712,382,14782,51,2966,3563,4969,3748,199,321283162,53,112.082907372177,-3.07459346906221,42,523,3,0.322652370507717
3843,7069,81,90,24,8401,2649,29865,3451,526,14835,34,3276,3661,4551,10445,402,55947586,57,112.641924366552,2.51557647468726,32,524,3,0.779476506848221
3913,7246,84,94,44,7741,2782,29814,3607,489,14322,33,3522,3979,4750,10439,402,60014814,57,112.641924366552,1.95655948031232,33,524,3,0.335478586307353
3586,6944,77,88,192,7466,3048,29714,4114,492,14487,31,3716,4194,4772,10093,402,62591471,55,112.641924366552,1.39754248593737,34,524,3,0.61956861250297
3462,6293,71,83,46,7890,2931,29904,3668,496,14522,39,3668,3858,4836,8375,402,87651124,53,112.641924366552,0.838525491562421,35,524,3,0.992885717464124
3440,6582,74,87,82,8203,2880,29724,4128,491,14509,31,3728,4154,4783,9365,402,136272216,54,112.641924366552,0.279508497187474,36,524,3,0.648005694952403
3805,7063,83,95,119,8341,2909,29776,3623,535,14603,35,3272,3887,4669,10904,402,160579421,55,112.641924366552,-0.279508497187474,37,524,3,0.539775820318468
3494,6700,76,88,341,9262,3041,29817,3419,554,14742,40,3409,3888,4590,10341,340,238465244,53,112.641924366552,-0.838525491562421,38,524,3,0.23225475305078
3889,7048,82,95,190,10700,3137,29889,3265,542,15017,46,3328,3452,4601,9835,402,383928858,55,112.641924366552,-1.39754248593737,39,524,3,0.739832227063707
4295,7585,91,105,201,11901,3137,29953,2816,421,15222,56,3450,3533,4616,9433,402,463462668,56,112.641924366552,-1.95655948031232,40,524,3,0.88899234515285
3642,6682,77,88,0,8158,1680,29882,3364,538,14564,35,3657,3871,4685,9471,402,40520192,55,113.200941360927,3.07459346906221,31,525,3,0.859807625912606
3847,7100,82,91,74,8401,2589,29844,3649,495,14604,35,3453,3896,4704,10308,402,53784556,56,113.200941360927,2.51557647468726,32,525,3,0.597060788610351
3890,7215,83,93,190,7741,2641,29804,3998,491,14877,38,3525,4023,4741,10559,402,59487212,55,113.200941360927,1.95655948031232,33,525,3,0.654752143480193
3442,6856,76,87,240,7466,2939,29676,4783,495,14672,31,3623,4186,4845,10005,402,62884337,54,113.200941360927,1.39754248593737,34,525,3,0.915013993756726
3564,6784,77,90,58,7890,3265,29669,3693,490,14188,32,3492,4155,4819,10581,402,89663087,55,113.200941360927,0.838525491562421,35,525,3,0.433183080639157
3263,6547,72,85,135,8203,2959,29582,4105,495,14042,27,3441,4200,4810,10434,340,140095394,53,113.200941360927,0.279508497187474,36,525,3,0.28976075584224
3429,6681,75,87,385,8341,2893,29646,3346,490,14071,33,3520,4035,4651,10786,402,165308130,52,113.200941360927,-0.279508497187474,37,525,3,0.631882300545926
3579,6744,77,88,451,9262,2804,29856,3452,471,14615,41,3357,3783,4546,10083,402,245473030,54,113.200941360927,-0.838525491562421,38,525,3,0.295421839485955
3943,7039,83,97,143,10700,2719,29902,3539,351,14850,43,3256,3362,4704,8530,402,394295792,56,113.200941360927,-1.39754248593737,39,525,3,0.622028790367341
3247,6026,65,83,84,11901,2719,29960,2874,387,14927,56,3210,3121,4826,3736,402,475617895,54,113.200941360927,-1.95655948031232,40,525,3,0.0475341941914539
3315,6227,69,87,27,12001,2733,29962,2861,377,15173,56,3283,3266,4916,3198,199,628273200,55,113.200941360927,-2.51557647468726,41,525,3,0.994609895249091
4383,7907,92,99,15,7984,1906,29854,3239,520,14856,34,3550,4150,4750,9300,402,38319060,57,113.759958355302,3.63361046343716,30,526,3,0.206764149130446
3825,7194,81,91,53,7773,1883,29799,3400,510,14443,33,3462,4030,4737,10002,402,42057503,56,113.759958355302,3.07459346906221,31,526,3,0.607363956107084
3738,7234,80,90,138,7295,2861,29750,3855,491,14527,32,3415,4088,4807,10382,340,49458496,54,113.759958355302,2.51557647468726,32,526,3,0.347630325692841
3660,7078,79,89,158,6691,3128,29753,4400,493,14871,36,3570,4276,4779,10785,402,58432008,55,113.759958355302,1.95655948031232,33,526,3,0.717737067921327
3335,6785,74,86,267,6638,2751,29615,4623,495,14515,31,3404,4161,4790,10688,340,63470072,53,113.759958355302,1.39754248593737,34,526,3,0.0279932951713195
